id,water,Classified_water ,water_adjust,uv,UV adjust,Classified UV,area,Classified_area,fertilizer_usage,Fret_use_norm,yield,pesticides,Classifed_pesticides,Pest_norm,region,categories, y_per_area , y_per_area_norm,Cost Values,Cost Values_norm,Profit ratio,Classified PR
504,5.777,2,5.777,78.295,78.295,3,5.272,2,1,0.2,35.544,2.453,2,0.256251313,3,"b,d,a",6.742033384,0.42,0.830206468,0.29,0.13,2
30,1.833,1,1.833,76.075,76.075,3,8.355,3,0,0,34.281,2.268,2,0.236814457,5,c,4.103052065,0.21,0.349127048,0.09,0.13,2
620,9.8,3,9.8,56.646,56.646,2,6.967,3,2,0.4,58.129,0.861,1,0.088989283,2,"b,c,a",8.343476389,0.54,1.129827813,0.42,0.13,2
597,8.711,3,8.711,51.016,51.016,2,6.064,3,3,0.6,53.135,0.383,1,0.038768649,0,"c,a",8.762368074,0.58,1.207363581,0.45,0.13,2
28,,3,10,65.942,65.942,3,3.108,2,3,0.6,38.622,5.971,3,0.625866779,2,a,12.42664093,0.86,1.879973187,0.73,0.13,2
428,9.434,3,9.434,52.133,52.133,2,9.54,4,1,0.2,84.861,3.975,2,0.416158857,0,"c,b,a",8.895283019,0.59,1.232717169,0.46,0.13,2
513,6.33,2,6.33,91.622,91.622,4,7.047,3,1,0.2,44.016,1.358,1,0.141206136,2,"b,d,a",6.246062154,0.38,0.751846974,0.26,0.12,2
391,1.747,1,1.747,60.581,60.581,2,12.417,5,0,0,55.899,3.113,2,0.325593612,6,"c,b",4.501812032,0.25,0.432201016,0.12,0.12,2
761,4.127,2,4.127,67.246,67.246,3,7.008,3,0,0,32.215,1.797,1,0.187329271,3,"c,a,b",4.596889269,0.25,0.451824428,0.13,0.12,2
144,11.625,3,11.625,80.43,80.43,3,10.086,4,5,1,140.157,3.794,2,0.397142257,2,"c,b",13.89619274,0.97,2.159050178,0.85,0.12,2
844,5.277,2,5.277,,60,2,5.618,2,3,0.6,49.582,2.761,2,0.288611053,1,b,8.825560698,0.58,1.229396511,0.46,0.12,2
5,2.19,1,2.19,51.727,51.727,2,9.152,4,0,0,35.488,1.788,1,0.186383694,3,b,3.877622378,0.2,0.322379448,0.08,0.12,2
80,2.525,1,2.525,69.814,69.814,3,9.498,4,0,0,29.959,0.314,1,0.031519227,6,"d,b",3.154242999,0.14,0.189738677,0.02,0.12,2
510,6.281,2,6.281,78.856,78.856,3,10.208,4,3,0.6,96.181,3.191,2,0.333788611,3,a,9.422119906,0.63,1.341178819,0.51,0.12,2
51,7.378,2,7.378,62.963,62.963,2,4.935,2,5,1,58.183,2.826,2,0.295440219,2,"a,c",11.78986829,0.81,1.77560474,0.69,0.12,2
601,8.991,3,8.991,94.327,94.327,4,12.043,5,4,0.8,123.898,1.094,1,0.113469216,2,c,10.28796811,0.69,1.500639178,0.57,0.12,2
195,7.228,2,7.228,73.033,73.033,3,6.907,3,1,0.2,57.935,4.603,2,0.482139105,1,"a,c,d",8.387867381,0.55,1.152352718,0.43,0.12,2
235,4.781,2,4.781,67.782,67.782,3,7.859,3,3,0.6,77.405,4.892,2,0.512502627,3,"a,b",9.849217458,0.66,1.420383746,0.54,0.12,2
480,3.988,1,3.988,77.82,77.82,3,6.591,3,0,0,26.53,0.94,1,0.097289347,2,c,4.02518586,0.21,0.352563328,0.09,0.12,2
204,3.677,1,3.677,78.561,78.561,3,11.493,4,3,0.6,109.148,4.98,2,0.521748266,0,c,9.496911163,0.63,1.356390697,0.51,0.12,2
885,8.482,3,8.482,54.953,54.953,2,7.693,3,4,0.8,78.854,1.379,1,0.143412482,0,"c,b",10.25009749,0.69,1.496815692,0.57,0.12,2
764,5.491,2,5.491,92.006,92.006,4,3.878,2,0,0,17.272,0.767,1,0.079113259,1,"b,c,d",4.453842187,0.24,0.434095347,0.12,0.12,2
458,4.235,2,4.235,83.066,83.066,3,9.535,4,2,0.4,68.872,2.61,2,0.272746375,4,"c,b,d",7.223072889,0.46,0.944406187,0.34,0.12,2
109,9.75,3,9.75,80.496,80.496,3,6.314,3,2,0.4,55.399,1.836,1,0.19142677,2,"d,b",8.773994298,0.58,1.228948331,0.46,0.12,2
217,7.31,2,7.31,74.157,74.157,3,10.593,4,2,0.4,82.919,1.725,1,0.179764656,1,"d,a,b,c",7.827716417,0.5,1.055418099,0.39,0.12,2
784,8.313,3,8.313,81.418,81.418,3,10.259,4,4,0.8,100.985,0.821,1,0.08478672,4,c,9.843552003,0.66,1.426978573,0.54,0.12,2
856,3.11,1,3.11,70.787,70.787,3,6.504,3,1,0.2,31.893,1.2,1,0.12460601,2,"d,b",4.903597786,0.28,0.521634005,0.16,0.12,2
426,8.821,3,8.821,68.588,68.588,3,3.789,2,3,0.6,35.186,1.438,1,0.149611263,3,"c,b,d",9.286355239,0.62,1.325503528,0.5,0.12,2
888,3.349,1,3.349,74.586,74.586,3,6.415,3,0,0,45.314,6.73,3,0.705610422,2,b,7.06375682,0.44,0.918493532,0.33,0.12,2
719,8.126,3,8.126,,70,3,5.101,2,3,0.6,43.121,0.429,1,0.043601597,2,"c,b",8.453440502,0.55,1.173387984,0.43,0.12,2
906,5.812,2,5.812,76.878,76.878,3,5.567,2,2,0.4,44.262,2.921,2,0.305421307,2,"d,c,a",7.95078139,0.51,1.08169834,0.4,0.12,2
631,1.676,1,1.676,76.901,76.901,3,4.318,2,2,0.4,33.036,5.01,3,0.524900189,2,c,7.650764243,0.49,1.026797496,0.37,0.12,2
433,6.434,2,6.434,,70,3,7.105,3,3,0.6,69.169,3.756,2,0.393149821,0,"b,d,c",9.735256861,0.65,1.410689957,0.54,0.12,2
415,5.464,2,5.464,85.867,85.867,4,5.479,2,2,0.4,45.01,3.641,2,0.381067451,1,"c,b,a",8.215002738,0.53,1.134258376,0.42,0.11,2
796,3.67,1,3.67,68.932,68.932,3,5.721,2,1,0.2,40.947,4.837,2,0.506724102,2,c,7.157315155,0.45,0.940902157,0.34,0.11,2
250,6.118,2,6.118,67.836,67.836,3,7.833,3,3,0.6,76.095,3.951,2,0.413637319,2,"d,c",9.714668709,0.65,1.410214206,0.54,0.11,2
432,4.894,2,4.894,81.589,81.589,3,7.362,3,1,0.2,43.299,1.85,1,0.192897668,2,"d,b",5.881418093,0.35,0.708275139,0.24,0.11,2
272,7.991,2,7.991,74.773,74.773,3,6.829,3,5,1,74.085,0.969,1,0.100336205,1,"c,b,d",10.84858691,0.74,1.621166774,0.62,0.11,2
852,3.912,1,3.912,83.25,83.25,3,6.006,3,3,0.6,44.038,1.22,1,0.126707291,0,"b,a",7.332334332,0.46,0.976939479,0.35,0.11,2
489,11.369,3,11.369,71.429,71.429,3,8.039,3,5,1,106.065,2.944,2,0.307837781,2,"b,c,a",13.1938052,0.92,2.052762818,0.81,0.11,2
33,8.113,3,8.113,85.449,85.449,4,4.057,2,3,0.6,36.945,1.679,1,0.174931708,0,"d,a",9.106482623,0.6,1.303855683,0.49,0.11,2
393,8.194,3,8.194,59.687,59.687,2,1.262,1,2,0.4,12.091,4.361,2,0.456713595,2,"b,c,a",9.580824089,0.64,1.391011061,0.53,0.11,2
598,9.38,3,9.38,81.528,81.528,3,7.13,3,2,0.4,54.124,0.143,1,0.013553267,3,"a,b",7.591023843,0.49,1.026529253,0.37,0.11,2
774,4.637,2,4.637,,80,3,8.554,3,3,0.6,68.018,1.877,1,0.195734398,4,b,7.95160159,0.51,1.094062645,0.4,0.11,2
592,1.834,1,1.834,84.036,84.036,3,8.667,3,1,0.2,33.741,0.387,1,0.039188905,2,"b,d,c",3.893042575,0.2,0.351567836,0.09,0.11,2
565,12.23,3,12.23,65.716,65.716,3,5.399,2,1,0.2,40.656,0.187,1,0.018176087,2,c,7.530283386,0.48,1.020219341,0.37,0.11,2
478,5.717,2,5.717,91.267,91.267,4,10.587,4,2,0.4,83.059,2.957,2,0.309203614,4,b,7.845376405,0.5,1.079178405,0.4,0.11,2
917,8.466,3,8.466,67.136,67.136,3,7.204,3,4,0.8,70.123,0.713,1,0.073439798,2,a,9.733897835,0.65,1.425781579,0.54,0.11,2
367,2.131,1,2.131,84.936,84.936,3,10.403,4,0,0,29.671,0.328,1,0.032990124,2,b,2.852158031,0.12,0.165071854,0.01,0.11,2
151,7.667,2,7.667,67.442,67.442,3,6.859,3,3,0.6,61.326,1.76,1,0.1834419,1,"d,c,a",8.940953492,0.59,1.282778506,0.48,0.11,2
574,4.854,2,4.854,78.873,78.873,3,10.021,4,0,0,64.688,4.916,2,0.515024165,2,d,6.455243988,0.4,0.82774806,0.29,0.11,2
996,6.931,2,6.931,75.326,75.326,3,5.675,2,0,0,29.261,1.355,1,0.140890943,2,"d,b,a",5.156123348,0.3,0.591401757,0.19,0.11,2
205,2.289,1,2.289,77.891,77.891,3,9.704,4,0,0,26.224,0.034,1,0.002101282,1,"c,a,b",2.702390767,0.11,0.144664636,0,0.11,2
400,9.753,3,9.753,,80,3,5.449,2,4,0.8,59.169,1.945,1,0.202878756,1,"a,d,b",10.85868967,0.74,1.640599335,0.63,0.11,2
954,6.567,2,6.567,94.647,94.647,4,9.84,4,1,0.2,77.322,4.432,2,0.464173146,3,b,7.857926829,0.51,1.09053642,0.4,0.11,2
219,4.56,2,4.56,74.019,74.019,3,4.618,2,4,0.8,37.232,0.35,1,0.035301534,2,"b,a,c,d",8.06236466,0.52,1.128521648,0.42,0.11,2
341,5.215,2,5.215,84.746,84.746,3,9.799,4,1,0.2,65.846,3.309,2,0.346186174,3,"b,c,a,d",6.719665272,0.42,0.88285859,0.31,0.11,2
12,4.138,2,4.138,81.061,81.061,3,7.035,3,3,0.6,65.216,4.637,2,0.485711284,3,b,9.270220327,0.62,1.350936174,0.51,0.11,2
501,6.443,2,6.443,63.067,63.067,2,5.134,2,0,0,29.685,2.809,2,0.293654129,3,c,5.782041293,0.34,0.711791319,0.24,0.1,2
960,1.346,1,1.346,66.05,66.05,3,4.61,2,2,0.4,40.778,7.569,3,0.793759193,2,c,8.845553145,0.58,1.2737645,0.48,0.1,2
159,11.314,3,11.314,60.627,60.627,2,6.943,3,4,0.8,86.738,3.842,2,0.402185333,2,"c,d,b,a",12.49287052,0.87,1.943461703,0.76,0.1,2
974,3.956,1,3.956,81.259,81.259,3,7.294,3,3,0.6,66.757,4.562,2,0.477831477,2,d,9.152316973,0.61,1.330982598,0.5,0.1,2
789,5.688,2,5.688,76.387,76.387,3,8.818,3,2,0.4,70.489,3.351,2,0.350598865,3,"b,d,a",7.993762758,0.52,1.118649814,0.41,0.1,2
440,5.498,2,5.498,87.675,87.675,4,6.54,3,3,0.6,56.935,2.815,2,0.294284514,2,"b,a,d",8.705657492,0.57,1.249730978,0.47,0.1,2
898,6.344,2,6.344,,80,3,8.395,3,2,0.4,69.1,3.359,2,0.351439378,2,"a,b",8.231089934,0.53,1.163008968,0.43,0.1,2
456,9.6,3,9.6,67.911,67.911,3,3.908,2,3,0.6,36.917,1.525,1,0.158751839,2,"b,d",9.446519959,0.63,1.38632249,0.53,0.1,2
213,2.9,1,2.9,66.537,66.537,3,8.101,3,0,0,40.465,3.71,2,0.388316873,1,"b,c,a",4.995062338,0.28,0.571413596,0.18,0.1,2
71,3.67,1,3.67,80.157,80.157,3,9.668,4,2,0.4,58.616,1.315,1,0.13668838,4,c,6.062887878,0.37,0.770866435,0.26,0.1,2
230,7.864,2,7.864,71.261,71.261,3,6.951,3,5,1,90.602,5.128,3,0.537297752,1,a,13.03438354,0.91,2.049703218,0.81,0.1,2
886,13.529,3,13.529,86.763,86.763,4,3.507,2,1,0.2,35.012,3.844,2,0.402395461,2,"a,c",9.983461648,0.67,1.490613585,0.57,0.1,2
920,4.381,2,4.381,68.231,68.231,3,6.344,3,0,0,40.603,5.276,3,0.552847237,0,"b,c,a",6.400220681,0.39,0.8341926,0.29,0.1,2
672,4.488,2,4.488,83.678,83.678,3,8.211,3,1,0.2,47.713,2.302,2,0.240386636,1,"d,b",5.810863476,0.35,0.728830314,0.25,0.1,2
850,6.279,2,6.279,81.545,81.545,3,5.95,2,0,0,40.012,4.681,2,0.490334104,2,"b,c",6.724705882,0.42,0.897591633,0.32,0.1,2
237,9.218,3,9.218,66.077,66.077,3,7.889,3,3,0.6,66.4,0.076,1,0.006513974,2,"b,c,d",8.416782862,0.55,1.208742977,0.45,0.1,2
634,9.911,3,9.911,57.726,57.726,2,6.506,3,4,0.8,68.685,1.475,1,0.153498634,1,d,10.55717799,0.72,1.601700837,0.62,0.1,2
333,4.968,2,4.968,68.927,68.927,3,9.665,4,2,0.4,68.254,2.305,2,0.240701828,0,"c,b,d,a",7.061976203,0.44,0.960988414,0.35,0.1,2
113,6.57,2,6.57,65.813,65.813,3,6.633,3,2,0.4,42.473,0.148,1,0.014078588,3,"c,b,d,a",6.403286597,0.39,0.840640881,0.29,0.1,2
522,6.386,2,6.386,77.277,77.277,3,7.087,3,3,0.6,69.695,4.361,2,0.456713595,3,"b,d",9.834203471,0.66,1.47106944,0.56,0.1,2
227,5.111,2,5.111,83.749,83.749,3,8.572,3,0,0,54.893,4.916,2,0.515024165,2,c,6.403756416,0.39,0.844797284,0.3,0.1,2
975,5.776,2,5.776,89.597,89.597,4,11.709,4,1,0.2,58.709,0.173,1,0.01670519,4,"d,b,a,c",5.01400632,0.29,0.590594005,0.19,0.1,2
976,5.45,2,5.45,59.843,59.843,2,7.396,3,2,0.4,55.162,2.746,2,0.287035091,3,a,7.458355868,0.47,1.039297265,0.38,0.1,2
121,11.243,3,11.243,72.49,72.49,3,6.011,3,4,0.8,69.878,2.578,2,0.269384324,0,"b,c",11.6250208,0.8,1.805950597,0.7,0.1,2
228,11.592,3,11.592,82.158,82.158,3,10.848,4,3,0.6,118.968,3.127,2,0.327064509,4,"a,b,c",10.96681416,0.75,1.68678323,0.65,0.09,2
331,9.6,3,9.6,65.802,65.802,3,10.086,4,4,0.8,102.107,1.021,1,0.105799538,4,b,10.12363672,0.68,1.533370189,0.59,0.09,2
386,8.714,3,8.714,81.117,81.117,3,9.656,4,5,1,104.641,0.94,1,0.097289347,1,"d,b,a",10.83688898,0.74,1.666083296,0.64,0.09,2
671,4.491,2,4.491,81.541,81.541,3,9.751,4,1,0.2,54.328,2.038,2,0.212649716,4,a,5.571531125,0.33,0.701292412,0.24,0.09,2
58,5.927,2,5.927,66.991,66.991,3,8.628,3,1,0.2,51.585,1.845,1,0.192372347,2,"c,d,b",5.978789986,0.36,0.776278411,0.27,0.09,2
801,6.77,2,6.77,67.117,67.117,3,9.108,4,1,0.2,63.721,3.094,2,0.323597394,2,c,6.996157224,0.44,0.963427566,0.35,0.09,2
848,5.552,2,5.552,87.215,87.215,4,6.102,3,0,0,32.032,2.729,2,0.285249002,2,c,5.249426418,0.3,0.644277793,0.21,0.09,2
117,12.588,3,12.588,68.651,68.651,3,7.534,3,3,0.6,86.926,3.56,2,0.37255726,2,"d,c",11.53782851,0.79,1.798350016,0.7,0.09,2
546,4.512,2,4.512,55.095,55.095,2,9.394,4,0,0,50.416,3.612,2,0.378020593,6,c,5.366829891,0.31,0.668056416,0.22,0.09,2
131,9.46,3,9.46,72.626,72.626,3,7.076,3,4,0.8,70.959,1.038,1,0.107585627,1,a,10.02812323,0.67,1.525868764,0.58,0.09,2
463,9.51,3,9.51,72.989,72.989,3,8.303,3,4,0.8,83.798,1.122,1,0.116411011,2,"d,b,a",10.09249669,0.68,1.538011117,0.59,0.09,2
697,1.975,1,1.975,64.604,64.604,2,11.153,4,3,0.6,75.379,1.965,1,0.204980038,6,"b,d,a",6.758629965,0.42,0.926712823,0.33,0.09,2
318,2.84,1,2.84,69.645,69.645,3,10.658,4,0,0,41.876,2.195,2,0.229144778,6,"c,b,a",3.929067367,0.2,0.408261138,0.11,0.09,2
713,,2,5,79.849,79.849,3,9.349,4,3,0.6,76.062,2.464,2,0.257407018,1,c,8.135843406,0.53,1.179816465,0.44,0.09,2
797,7.124,2,7.124,59.296,59.296,2,5.847,2,0,0,33.541,2.653,2,0.277264131,3,c,5.736446041,0.34,0.740578447,0.25,0.09,2
934,9.678,3,9.678,73.246,73.246,3,8.679,3,3,0.6,96.533,4.735,2,0.496007565,2,"a,b,c",11.12259477,0.76,1.728752689,0.67,0.09,2
0,0.72,1,0.72,80.179,80.179,3,9.414,4,0,0,29.878,2.231,2,0.232927086,6,"c,b",3.173783726,0.14,0.271403933,0.05,0.09,2
818,5.264,2,5.264,84.914,84.914,3,8.351,3,1,0.2,49.153,2.213,2,0.231035932,2,"c,a,b,d",5.88588193,0.35,0.770958978,0.26,0.09,2
26,6.62,2,6.62,56.941,56.941,2,9.59,4,2,0.4,71.716,2.233,2,0.233137214,0,"c,b",7.478206465,0.48,1.063016476,0.39,0.09,2
453,5.15,2,5.15,94.309,94.309,4,12.077,5,0,0,77.513,5.119,3,0.536352175,1,c,6.418233005,0.39,0.86871253,0.31,0.09,2
486,11.267,3,11.267,88.425,88.425,4,5.995,2,1,0.2,50.531,2.863,2,0.29932759,2,"d,b,c,a",8.428857381,0.55,1.237486008,0.46,0.09,2
175,7.355,2,7.355,93.268,93.268,4,11.722,4,0,0,51.758,0.235,1,0.023219164,2,b,4.415458113,0.24,0.501857879,0.15,0.09,2
286,8.442,3,8.442,,90,4,7.168,3,5,1,76.485,0.953,1,0.09865518,2,"a,d",10.6703404,0.72,1.649404815,0.64,0.09,2
862,11.591,3,11.591,78.335,78.335,3,8.974,3,3,0.6,97.13,3.04,2,0.317923934,3,"d,c",10.82349008,0.74,1.677576315,0.65,0.09,2
686,9.68,3,9.68,56.045,56.045,2,8.209,3,2,0.4,67.907,1.706,1,0.177768439,2,"d,c",8.272262151,0.54,1.210646242,0.45,0.09,2
361,5.73,2,5.73,77.329,77.329,3,8.877,3,3,0.6,76.032,2.817,2,0.294494642,2,d,8.565055762,0.56,1.265331845,0.47,0.09,2
922,1.58,1,1.58,80.389,80.389,3,8.91,3,2,0.4,67.547,5.631,3,0.590144988,3,c,7.581032548,0.48,1.085673713,0.4,0.09,2
185,9.154,3,9.154,69.117,69.117,3,0.263,1,4,0.8,2.843,2.684,2,0.280521118,2,"d,b,a",10.80988593,0.73,1.6785044,0.65,0.09,2
871,3.473,1,3.473,69.914,69.914,3,1.788,1,4,0.8,18.622,5.588,3,0.585627233,2,"b,c,a",10.41498881,0.7,1.606736427,0.62,0.09,2
990,4.447,2,4.447,67.429,67.429,3,7.633,3,0,0,40.012,3.563,2,0.372872452,3,"b,a,d",5.241975632,0.3,0.658596215,0.22,0.09,2
633,5.177,2,5.177,88.735,88.735,4,11.153,4,2,0.4,79.968,2.675,2,0.279575541,1,"b,c,d,a",7.170088765,0.45,1.01372706,0.37,0.08,2
424,7.43,2,7.43,73.78,73.78,3,8.059,3,2,0.4,68.626,3.606,2,0.377390208,0,"b,a",8.515448567,0.56,1.261004378,0.47,0.08,2
321,5.52,2,5.52,73.79,73.79,3,8.946,3,0,0,36.103,0.804,1,0.08300063,3,d,4.035658395,0.21,0.439906561,0.12,0.08,2
518,6.11,2,6.11,89.28,89.28,4,7.367,3,1,0.2,37.244,0.321,1,0.032254675,0,"c,b,d",5.05551785,0.29,0.628300848,0.2,0.08,2
171,11.412,3,11.412,74.612,74.612,3,2.932,1,3,0.6,30.28,2.377,2,0.248266443,2,"c,b,a,d",10.32742156,0.7,1.596044073,0.61,0.08,2
602,8.547,3,8.547,78.815,78.815,3,5.894,2,3,0.6,56.01,2.747,2,0.287140155,3,b,9.502884289,0.63,1.444855427,0.55,0.08,2
993,2.844,1,2.844,79.646,79.646,3,8.309,3,2,0.4,44.809,1.085,1,0.112523639,2,"d,a,b",5.392827055,0.31,0.691905356,0.23,0.08,2
405,8.156,3,8.156,62.603,62.603,2,6.307,3,4,0.8,62.294,1.765,1,0.18396722,2,"d,a,c",9.876962106,0.66,1.515743789,0.58,0.08,2
882,11.258,3,11.258,87.952,87.952,4,8.702,3,3,0.6,88.469,2.227,2,0.232506829,1,"c,b",10.16651345,0.68,1.570068193,0.6,0.08,2
702,0.837,1,0.837,84.711,84.711,3,5.615,2,3,0.6,46.146,5.411,3,0.567030889,2,b,8.218343722,0.53,1.213269445,0.45,0.08,2
612,2.28,1,2.28,53.329,53.329,2,6.19,3,3,0.6,53.51,5.276,3,0.552847237,2,"c,b,d",8.644588045,0.57,1.294813536,0.49,0.08,2
438,11.667,3,11.667,63.52,63.52,2,9.622,4,4,0.8,110.11,2.34,2,0.244379071,2,"a,b,c",11.44356683,0.78,1.809073247,0.7,0.08,2
585,5.364,2,5.364,55.059,55.059,2,6.727,3,1,0.2,36.982,1.666,1,0.173565875,2,"c,b,d",5.497547198,0.32,0.720122861,0.24,0.08,2
769,4.141,2,4.141,66.363,66.363,3,7.338,3,0,0,33.461,2.712,2,0.283462912,2,"c,b,d,a",4.559961842,0.25,0.548886821,0.17,0.08,2
806,9.524,3,9.524,90.516,90.516,4,6.962,3,4,0.8,68.347,0.878,1,0.090775373,3,"a,c,b",9.817150244,0.66,1.513304231,0.58,0.08,2
805,5.678,2,5.678,67.31,67.31,3,5.239,2,4,0.8,41.729,0.091,1,0.008089935,2,"b,c",7.96506967,0.51,1.17547749,0.44,0.08,2
383,6.547,2,6.547,90.496,90.496,4,10.5,4,3,0.6,90.571,2.604,2,0.272115991,1,"c,a",8.625809524,0.57,1.297152477,0.49,0.08,2
969,9.27,3,9.27,78.108,78.108,3,8.749,3,4,0.8,84.233,0.741,1,0.076381593,3,"a,c,b",9.627728883,0.64,1.482060245,0.57,0.08,2
531,4.81,2,4.81,72.937,72.937,3,12.824,5,3,0.6,95.261,1.633,1,0.17009876,3,"c,b,a",7.428337492,0.47,1.079903722,0.4,0.08,2
149,9.984,3,9.984,79.402,79.402,3,5.819,2,3,0.6,52.944,1.282,1,0.133221265,3,d,9.098470528,0.6,1.386266243,0.52,0.08,2
259,7.461,2,7.461,93.398,93.398,4,4.676,2,3,0.6,43.32,3.18,2,0.332632906,1,"b,c,a",9.264328486,0.61,1.418303597,0.54,0.08,2
182,11.43,3,11.43,67.493,67.493,3,6.017,3,1,0.2,61.517,6.158,3,0.645513763,2,a,10.22386571,0.69,1.594485503,0.61,0.08,2
605,6.84,2,6.84,70.801,70.801,3,10.207,4,1,0.2,69.49,3.103,2,0.324542971,4,c,6.808072891,0.42,0.9690169,0.35,0.08,2
760,5.841,2,5.841,67.945,67.945,3,9.566,4,3,0.6,76.196,1.948,1,0.203193948,3,"c,b",7.965293749,0.51,1.181394824,0.44,0.08,2
368,5.582,2,5.582,65.149,65.149,3,8.438,3,2,0.4,60.064,2.546,2,0.266022274,2,b,7.118274473,0.45,1.027041247,0.37,0.08,2
881,7.14,2,7.14,79.603,79.603,3,8.028,3,0,0,44.138,2.56,2,0.267493171,1,a,5.498006976,0.32,0.731868917,0.25,0.07,2
256,7.97,2,7.97,70.294,70.294,3,4.209,2,3,0.6,36.232,1.771,1,0.184597605,0,"b,c",8.60822048,0.56,1.304035046,0.49,0.07,2
772,6.939,2,6.939,81.026,81.026,3,8.582,3,1,0.2,58.2,3.043,2,0.318239126,2,a,6.781635982,0.42,0.969280654,0.35,0.07,2
724,6.1,2,6.1,78.343,78.343,3,4.725,2,1,0.2,27.339,1.844,1,0.192267283,2,"b,a",5.786031746,0.35,0.787650061,0.27,0.07,2
421,5.24,2,5.24,72.732,72.732,3,7.659,3,1,0.2,38.149,0.982,1,0.101702038,4,"c,b,d,a",4.980937459,0.28,0.640032939,0.21,0.07,2
543,7.2,2,7.2,77.214,77.214,3,7.058,3,0,0,39.771,2.79,2,0.291657911,2,"b,d,a",5.634882403,0.33,0.760014021,0.26,0.07,2
285,12.677,3,12.677,59.283,59.283,2,6.493,3,1,0.2,53.931,2.098,2,0.218953562,1,"d,c,b",8.30602187,0.54,1.250650523,0.47,0.07,2
139,4.21,2,4.21,91.596,91.596,4,9.147,4,1,0.2,61.08,4.602,2,0.482034041,2,"a,b",6.677599213,0.41,0.952035368,0.34,0.07,2
232,5.868,2,5.868,87.286,87.286,4,5.861,2,3,0.6,45.247,1.57,1,0.163479723,2,"d,a,b",7.72001365,0.5,1.143471762,0.42,0.07,2
4,2.617,1,2.617,87.658,87.658,4,9.706,4,1,0.2,49.768,2.91,2,0.304265602,6,c,5.127549969,0.29,0.668588277,0.22,0.07,2
978,7.958,2,7.958,80.514,80.514,3,5.746,2,3,0.6,61.532,5.476,3,0.573860055,2,"a,c,b",10.7086669,0.73,1.692501424,0.65,0.07,2
693,6.285,2,6.285,66.023,66.023,3,6.6,3,1,0.2,40.457,2.366,2,0.247110738,3,"b,c,a",6.129848485,0.37,0.854766303,0.3,0.07,2
188,1.732,1,1.732,,70,3,7.242,3,1,0.2,51.86,7.048,3,0.739020803,2,"d,b",7.161005247,0.45,1.044633115,0.38,0.07,2
165,11.482,3,11.482,65.269,65.269,3,2.798,1,4,0.8,31.438,2.334,2,0.243748687,0,"c,b",11.23588277,0.77,1.796170075,0.7,0.07,2
402,3.989,1,3.989,,80,3,11.787,4,0,0,53.008,2.922,2,0.305526371,6,"d,c,a",4.497157886,0.25,0.560866692,0.18,0.07,2
684,5.59,2,5.59,73.905,73.905,3,6.453,3,1,0.2,32.573,0.986,1,0.102122295,1,"b,d",5.047729738,0.29,0.663671983,0.22,0.07,2
420,3.242,1,3.242,64.165,64.165,2,5.716,2,1,0.2,22.273,0.462,1,0.047068712,2,"c,a",3.896606018,0.2,0.452853507,0.13,0.07,2
417,4.1,2,4.1,68.326,68.326,3,8.38,3,3,0.6,52.876,0.336,1,0.033830637,0,"b,d,c",6.309785203,0.39,0.89653463,0.32,0.07,2
392,,1,2,58.218,58.218,2,11.859,4,4,0.8,103.673,4.005,2,0.41931078,6,"c,b,a",8.742136774,0.57,1.342702049,0.51,0.07,2
468,6.329,2,6.329,79.983,79.983,3,11.535,4,1,0.2,74.227,2.959,2,0.309413742,4,"d,b",6.434937148,0.4,0.919988242,0.33,0.07,2
449,,3,9,64.314,64.314,2,10.825,4,4,0.8,99.58,0.387,1,0.039188905,4,"a,d,c,b",9.199076212,0.61,1.426955921,0.54,0.07,2
910,9.391,3,9.391,76.308,76.308,3,11.022,4,4,0.8,103.719,0.534,1,0.054633326,4,"a,d",9.410179641,0.63,1.468339045,0.56,0.07,2
983,4.758,2,4.758,81.822,81.822,3,7.786,3,3,0.6,57.381,1.803,1,0.187959655,3,b,7.369766247,0.47,1.094314969,0.4,0.07,2
951,6.92,2,6.92,76.768,76.768,3,8.662,3,3,0.6,76.415,2.984,2,0.312040345,2,"a,c",8.82186562,0.58,1.361821425,0.51,0.07,2
404,8.487,3,8.487,68.603,68.603,3,6.035,3,3,0.6,65.21,5.457,3,0.571863837,2,b,10.8053024,0.73,1.725598745,0.67,0.07,2
254,1.86,1,1.86,66.16,66.16,3,9.989,4,4,0.8,81.418,3.107,2,0.324963228,6,"b,d,c,a",8.150765842,0.53,1.239066982,0.46,0.07,2
717,5.79,2,5.79,94.689,94.689,4,6.545,3,3,0.6,61.66,4.747,2,0.497268334,3,c,9.420932009,0.63,1.4720859,0.56,0.07,2
389,2.41,1,2.41,74.724,74.724,3,12.575,5,1,0.2,62.334,2.91,2,0.304265602,6,b,4.956978131,0.28,0.654856023,0.22,0.07,2
434,13.832,3,13.832,85.961,85.961,4,11.295,4,4,0.8,140.702,3.091,2,0.323282202,4,"a,d,c,b",12.45701638,0.86,2.031601162,0.8,0.06,2
609,8.67,3,8.67,71.206,71.206,3,3.523,2,1,0.2,20.605,0.529,1,0.054108006,2,"c,b,a",5.848708487,0.35,0.819983022,0.29,0.06,2
319,6.944,2,6.944,68.218,68.218,3,8.417,3,3,0.6,63.15,0.7,1,0.072073965,3,"d,a,b",7.502673161,0.48,1.123447191,0.41,0.06,2
